,INSEE_COM,E24_Libellé_département,E24_Inscrits,E24_Votants,E24_Abstentions,E24_Exprimés,E24_Blancs,E24_Nuls,E24_Voix_1,E24_Voix_2,E24_ZEMMOUR,E24_LFI,E24_RN,E24_EELV,E24_Voix_7,E24_Voix_8,E24_Voix_9,E24_Voix_10,E24_LREM,E24_Voix_12,E24_Voix_13,E24_Voix_14,E24_Voix_15,E24_Voix_16,E24_Voix_17,E24_LR,E24_Voix_19,E24_Voix_20,E24_Voix_21,E24_Voix_22,E24_Voix_23,E24_Voix_24,E24_Voix_25,E24_Voix_26,E24_PSPP,E24_Voix_28,E24_Voix_29,E24_Voix_30,E24_Voix_31,E24_Voix_32,E24_PCF,E24_Voix_34,E24_Voix_35,E24_Voix_36,E24_Voix_37,E24_Voix_38,E24_Voix_1_ratio,E24_Voix_2_ratio,E24_ZEMMOUR_ratio,E24_LFI_ratio,E24_RN_ratio,E24_EELV_ratio,E24_Voix_7_ratio,E24_Voix_8_ratio,E24_Voix_9_ratio,E24_Voix_10_ratio,E24_LREM_ratio,E24_Voix_12_ratio,E24_Voix_13_ratio,E24_Voix_14_ratio,E24_Voix_15_ratio,E24_Voix_16_ratio,E24_Voix_17_ratio,E24_LR_ratio,E24_Voix_19_ratio,E24_Voix_20_ratio,E24_Voix_21_ratio,E24_Voix_22_ratio,E24_Voix_23_ratio,E24_Voix_24_ratio,E24_Voix_25_ratio,E24_Voix_26_ratio,E24_PSPP_ratio,E24_Voix_28_ratio,E24_Voix_29_ratio,E24_Voix_30_ratio,E24_Voix_31_ratio,E24_Voix_32_ratio,E24_PCF_ratio,E24_Voix_34_ratio,E24_Voix_35_ratio,E24_Voix_36_ratio,E24_Voix_37_ratio,E24_Voix_38_ratio,E24_Abstentions_ratio,L24T1_Inscrits,L24T1_Votants,L24T1_Abstentions,L24T1_Exprimés,L24T1_Blancs,L24T1_Nuls,L24T1_COM,L24T1_DIV,L24T1_DSV,L24T1_DVC,L24T1_DVD,L24T1_DVG,L24T1_ECO,L24T1_ENS,L24T1_EXD,L24T1_EXG,L24T1_FI,L24T1_HOR,L24T1_LR,L24T1_RDG,L24T1_REC,L24T1_REG,L24T1_RN,L24T1_SOC,L24T1_UDI,L24T1_UG,L24T1_UXD,L24T1_VEC,L24T1_COM_ratio,L24T1_DIV_ratio,L24T1_DSV_ratio,L24T1_DVC_ratio,L24T1_DVD_ratio,L24T1_DVG_ratio,L24T1_ECO_ratio,L24T1_ENS_ratio,L24T1_EXD_ratio,L24T1_EXG_ratio,L24T1_FI_ratio,L24T1_HOR_ratio,L24T1_LR_ratio,L24T1_RDG_ratio,L24T1_REC_ratio,L24T1_REG_ratio,L24T1_RN_ratio,L24T1_SOC_ratio,L24T1_UDI_ratio,L24T1_UG_ratio,L24T1_UXD_ratio,L24T1_VEC_ratio,L24T1_Abstentions_ratio,POP_Pop_leg,POP_Total,DIP_BAC_+_2,DIP_BAC_+_3_ou_4,DIP_BAC_+_5,"DIP_BAC,_brevet_pro_ou_équiv",DIP_Brevet_des_collèges,DIP_CAP-BEP_ou_équiv,DIP_Sans_diplôme_ou_CEP,DIP_Total,DIP_BAC_+_2_ratio,DIP_BAC_+_3_ou_4_ratio,DIP_BAC_+_5_ratio,"DIP_BAC,_brevet_pro_ou_équiv_ratio",DIP_Brevet_des_collèges_ratio,DIP_CAP-BEP_ou_équiv_ratio,DIP_Sans_diplôme_ou_CEP_ratio,CHO_Chôm_15-24_ans,CHO_Chôm_25-54_ans,CHO_Chôm_55-64_ans,CHO_Total,CHO_Chôm_15-24_ans_ratio,CHO_Chôm_25-54_ans_ratio,CHO_Chôm_55-64_ans_ratio
218,52282,Haute-Marne,260,142,118,130,4,8,0,0,7,7,49,4,0,4,0,1,16,0,0,1,1,1,0,14,0,0,0,0,0,0,0,0,7,0,11,0,0,0,6,0,1,0,0,0,0.0,0.0,2.6923076923076925,2.6923076923076925,18.846153846153847,1.5384615384615385,0.0,1.5384615384615385,0.0,0.38461538461538464,6.153846153846154,0.0,0.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.0,5.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6923076923076925,0.0,4.230769230769231,0.0,0.0,0.0,2.307692307692308,0.0,0.38461538461538464,0.0,0.0,0.0,45.38461538461539,262,164,98,161,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.648854961832063,0.0,0.38167938931297707,0.0,0.0,0.0,0.0,0.0,0.0,30.916030534351147,0.0,0.0,14.50381679389313,0.0,0.0,37.404580152671755,341,341,24,18,6,47,15,102,49,261,9.195402298850574,6.896551724137931,2.2988505747126435,18.007662835249043,5.747126436781609,39.08045977011494,18.773946360153257,2.0,14.0,2.0,18.0,11.11111111111111,77.77777777777779,11.11111111111111
219,52284,Haute-Marne,70,52,18,51,0,1,0,0,1,0,30,0,0,1,0,0,4,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.4285714285714286,0.0,42.857142857142854,0.0,0.0,1.4285714285714286,0.0,0.0,5.714285714285714,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,25.71428571428571,70,57,13,53,4,0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.285714285714285,0.0,0.0,1.4285714285714286,0.0,0.0,18.571428571428573,92,92,5,2,2,13,4,21,32,79,6.329113924050633,2.5316455696202533,2.5316455696202533,16.455696202531644,5.063291139240507,26.582278481012654,40.50632911392405,2.0,3.0,1.0,6.0,33.33333333333333,50.0,16.666666666666664
220,52285,Haute-Marne,63,44,19,43,0,1,0,0,0,2,13,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,0,10,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,3.1746031746031744,20.634920634920633,6.349206349206349,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,3.1746031746031744,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,12.698412698412698,0.0,15.873015873015872,0.0,1.5873015873015872,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,30.158730158730158,64,48,16,47,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.625,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,29.6875,0.0,0.0,25.0,75,75,6,4,0,9,5,16,18,58,10.344827586206897,6.896551724137931,0.0,15.517241379310345,8.620689655172415,27.586206896551722,31.03448275862069,0.0,0.0,0.0,0.0,,,
221,52286,Haute-Marne,67,47,20,44,1,2,0,0,2,0,26,3,0,0,0,0,5,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2.9850746268656714,0.0,38.80597014925373,4.477611940298507,0.0,0.0,0.0,0.0,7.462686567164178,0.0,2.9850746268656714,0.0,0.0,0.0,0.0,2.9850746268656714,0.0,0.0,0.0,0.0,0.0,2.9850746268656714,0.0,0.0,0.0,0.0,2.9850746268656714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.850746268656714,67,52,15,48,3,1,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.37313432835821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.776119402985074,0.0,0.0,1.4925373134328357,0.0,0.0,22.388059701492537,72,72,8,11,0,9,0,29,13,70,11.428571428571429,15.714285714285714,0.0,12.857142857142856,0.0,41.42857142857143,18.571428571428573,0.94,4.69,2.81,8.440000000000001,11.137440758293836,55.56872037914692,33.29383886255924
222,52287,Haute-Marne,84,46,38,43,1,2,0,0,2,0,22,1,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0.0,0.0,2.380952380952381,0.0,26.190476190476193,1.1904761904761905,0.0,0.0,0.0,0.0,5.952380952380952,0.0,0.0,1.1904761904761905,0.0,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,2.380952380952381,0.0,0.0,5.952380952380952,0.0,2.380952380952381,0.0,0.0,0.0,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,45.23809523809524,84,57,27,57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.095238095238097,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,41.66666666666667,0.0,0.0,9.523809523809524,0.0,0.0,32.142857142857146,93,93,1,1,3,6,3,20,34,68,1.4705882352941175,1.4705882352941175,4.411764705882353,8.823529411764707,4.411764705882353,29.411764705882355,50.0,0.0,0.98,0.98,1.96,0.0,50.0,50.0
223,52288,Haute-Marne,98,70,28,67,1,2,0,0,2,2,37,1,0,1,0,0,6,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0408163265306123,2.0408163265306123,37.755102040816325,1.0204081632653061,0.0,1.0204081632653061,0.0,0.0,6.122448979591836,0.0,0.0,1.0204081632653061,2.0408163265306123,0.0,0.0,6.122448979591836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.061224489795918,0.0,5.1020408163265305,0.0,0.0,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,0.0,28.57142857142857,98,71,27,67,2,2,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.408163265306122,0.0,0.0,0.0,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,39.795918367346935,0.0,0.0,7.142857142857142,0.0,0.0,27.55102040816326,115,115,9,3,1,9,5,29,41,97,9.278350515463918,3.0927835051546393,1.0309278350515463,9.278350515463918,5.154639175257731,29.896907216494846,42.2680412371134,2.17,1.08,0.0,3.25,66.76923076923077,33.23076923076923,0.0
224,52289,Haute-Marne,242,135,107,123,4,8,0,0,15,9,65,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,6.198347107438017,3.71900826446281,26.859504132231404,1.2396694214876034,0.0,0.0,0.0,0.0,1.2396694214876034,0.0,0.0,0.0,0.0,0.0,0.0,7.851239669421488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3057851239669422,0.0,0.0,0.4132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.214876033057855,237,169,68,160,2,7,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09704641350211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.08438818565401,0.0,0.0,6.329113924050633,0.0,0.0,28.691983122362867,329,329,12,3,1,25,16,86,105,248,4.838709677419355,1.2096774193548387,0.4032258064516129,10.080645161290322,6.451612903225806,34.67741935483871,42.33870967741936,5.88,5.99,0.94,12.81,45.90163934426229,46.76034348165496,7.338017174082748
225,52290,Haute-Marne,98,67,31,66,0,1,0,0,2,1,27,2,0,2,0,0,6,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,10,0,5,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0408163265306123,1.0204081632653061,27.55102040816326,2.0408163265306123,0.0,2.0408163265306123,0.0,0.0,6.122448979591836,0.0,0.0,0.0,0.0,0.0,0.0,8.16326530612245,1.0204081632653061,0.0,0.0,0.0,0.0,1.0204081632653061,0.0,0.0,10.204081632653061,0.0,5.1020408163265305,0.0,0.0,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,0.0,31.63265306122449,98,77,21,76,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.367346938775512,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,15.306122448979592,0.0,0.0,21.428571428571427,127,127,9,3,1,17,6,32,32,100,9.0,3.0,1.0,17.0,6.0,32.0,32.0,2.0,6.0,2.0,10.0,20.0,60.0,20.0
226,52291,Haute-Marne,53,32,21,32,0,0,0,0,0,2,16,2,0,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3.7735849056603774,30.18867924528302,3.7735849056603774,0.0,1.8867924528301887,0.0,0.0,5.660377358490567,0.0,0.0,0.0,0.0,0.0,0.0,13.20754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,39.62264150943396,53,42,11,41,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.528301886792452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.16981132075472,0.0,0.0,5.660377358490567,0.0,0.0,20.754716981132077,61,61,1,0,1,8,8,22,22,62,1.6129032258064515,0.0,1.6129032258064515,12.903225806451612,12.903225806451612,35.483870967741936,35.483870967741936,0.98,1.97,0.98,3.93,24.936386768447836,50.12722646310432,24.936386768447836
227,52292,Haute-Marne,479,272,207,260,2,10,0,0,15,7,131,5,0,3,0,0,33,0,1,0,3,0,0,18,3,0,0,0,0,1,0,0,27,0,9,0,0,0,2,0,2,0,0,0,0.0,0.0,3.1315240083507305,1.4613778705636742,27.348643006263046,1.0438413361169103,0.0,0.6263048016701461,0.0,0.0,6.8893528183716075,0.0,0.20876826722338201,0.0,0.6263048016701461,0.0,0.0,3.7578288100208765,0.6263048016701461,0.0,0.0,0.0,0.0,0.20876826722338201,0.0,0.0,5.6367432150313155,0.0,1.8789144050104383,0.0,0.0,0.0,0.41753653444676403,0.0,0.41753653444676403,0.0,0.0,0.0,43.21503131524008,479,324,155,317,3,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,47.0,0.0,0.0,0.0,0.41753653444676403,0.0,0.0,0.0,0.0,0.0,18.997912317327767,0.0,0.8350730688935281,0.0,0.0,0.0,0.0,0.0,0.0,36.11691022964509,0.0,0.0,9.812108559498958,0.0,0.0,32.35908141962422,714,714,49,50,16,84,41,198,163,601,8.153078202995008,8.319467554076539,2.6622296173044924,13.976705490848584,6.821963394342761,32.945091514143094,27.121464226289515,5.03,22.71,2.8,30.540000000000003,16.470203012442695,74.36149312377209,9.168303863785198
228,52294,Haute-Marne,501,256,245,250,3,3,0,0,12,20,137,2,0,7,0,0,19,0,0,1,1,0,0,21,0,0,0,1,0,4,0,0,14,0,6,0,0,0,4,0,1,0,0,0,0.0,0.0,2.3952095808383236,3.992015968063872,27.345309381237527,0.39920159680638717,0.0,1.3972055888223553,0.0,0.0,3.792415169660679,0.0,0.0,0.19960079840319359,0.19960079840319359,0.0,0.0,4.191616766467066,0.0,0.0,0.0,0.19960079840319359,0.0,0.7984031936127743,0.0,0.0,2.7944111776447107,0.0,1.1976047904191618,0.0,0.0,0.0,0.7984031936127743,0.0,0.19960079840319359,0.0,0.0,0.0,48.902195608782435,509,339,170,332,4,3,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,15.717092337917485,0.0,0.0,0.0,0.0,0.19646365422396855,0.0,0.0,0.0,0.0,0.0,0.0,41.45383104125737,0.0,0.0,7.858546168958743,0.0,0.0,33.39882121807465,704,704,41,28,12,92,26,177,147,523,7.839388145315487,5.353728489483748,2.294455066921606,17.590822179732314,4.97131931166348,33.84321223709369,28.107074569789674,12.0,13.0,8.0,33.0,36.36363636363637,39.39393939393939,24.242424242424242
229,52295,Haute-Marne,68,39,29,34,4,1,0,0,6,1,15,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,8.823529411764707,1.4705882352941175,22.058823529411764,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,4.411764705882353,0.0,0.0,0.0,0.0,0.0,2.941176470588235,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,42.64705882352941,67,47,20,43,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.417910447761194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.80597014925373,0.0,0.0,8.955223880597014,0.0,0.0,29.850746268656714,92,92,2,8,2,11,4,27,25,79,2.5316455696202533,10.126582278481013,2.5316455696202533,13.924050632911392,5.063291139240507,34.177215189873415,31.645569620253166,0.0,2.97,2.97,5.94,0.0,50.0,50.0
230,52297,Haute-Marne,239,145,94,139,1,5,0,0,5,10,41,7,0,4,0,0,22,0,1,2,1,0,0,15,0,0,0,0,0,0,0,0,22,0,5,0,0,0,1,0,3,0,0,0,0.0,0.0,2.092050209205021,4.184100418410042,17.154811715481173,2.928870292887029,0.0,1.6736401673640167,0.0,0.0,9.205020920502092,0.0,0.41841004184100417,0.8368200836820083,0.41841004184100417,0.0,0.0,6.2761506276150625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.205020920502092,0.0,2.092050209205021,0.0,0.0,0.0,0.41841004184100417,0.0,1.2552301255230125,0.0,0.0,0.0,39.33054393305439,238,182,56,172,7,3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,38.0,0.0,0.0,0.0,3.7815126050420167,0.0,0.0,0.0,0.0,0.0,23.949579831932773,0.0,2.100840336134454,0.0,0.0,0.0,0.0,0.0,0.0,26.47058823529412,0.0,0.0,15.966386554621847,0.0,0.0,23.52941176470588,287,287,20,29,12,43,14,59,28,205,9.75609756097561,14.146341463414632,5.853658536585367,20.975609756097562,6.829268292682928,28.780487804878046,13.658536585365855,1.99,7.93,0.0,9.92,20.06048387096774,79.93951612903226,0.0
231,52298,Haute-Marne,64,35,29,32,1,2,0,0,1,3,11,2,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0.0,0.0,1.5625,4.6875,17.1875,3.125,0.0,3.125,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,9.375,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,45.3125,62,46,16,43,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35483870967742,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,0.0,17.741935483870968,0.0,0.0,25.806451612903224,73,73,8,4,4,15,1,13,15,60,13.333333333333334,6.666666666666667,6.666666666666667,25.0,1.6666666666666667,21.666666666666668,25.0,0.0,4.06,0.0,4.06,0.0,100.0,0.0
232,52300,Haute-Marne,131,94,37,89,0,5,0,0,10,3,48,2,0,1,0,0,5,0,1,0,0,0,0,7,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,7.633587786259542,2.2900763358778624,36.6412213740458,1.5267175572519083,0.0,0.7633587786259541,0.0,0.0,3.816793893129771,0.0,0.7633587786259541,0.0,0.0,0.0,0.0,5.343511450381679,0.0,0.0,0.0,0.0,0.0,2.2900763358778624,0.0,0.0,4.580152671755725,0.0,0.0,0.0,0.0,0.0,2.2900763358778624,0.0,0.0,0.0,0.0,0.0,28.24427480916031,132,109,23,108,1,0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.484848484848484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.24242424242424,0.0,0.0,9.090909090909092,0.0,0.0,17.424242424242426,161,161,10,7,2,19,5,48,36,127,7.874015748031496,5.511811023622047,1.574803149606299,14.960629921259844,3.937007874015748,37.79527559055118,28.346456692913385,1.93,3.86,0.96,6.75,28.59259259259259,57.18518518518518,14.222222222222221
233,52301,Haute-Marne,56,38,18,38,0,0,0,0,3,0,18,2,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0.0,0.0,5.357142857142857,0.0,32.142857142857146,3.571428571428571,0.0,0.0,0.0,0.0,5.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,1.7857142857142856,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,3.571428571428571,0.0,5.357142857142857,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,32.142857142857146,54,35,19,34,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074074074074,0.0,0.0,9.25925925925926,0.0,0.0,35.18518518518518,63,63,3,4,0,8,2,12,22,51,5.88235294117647,7.8431372549019605,0.0,15.686274509803921,3.9215686274509802,23.52941176470588,43.13725490196079,0.0,4.07,0.0,4.07,0.0,100.0,0.0
234,52302,Haute-Marne,176,108,68,103,3,2,0,0,7,1,68,2,0,1,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0.0,0.0,3.977272727272727,0.5681818181818182,38.63636363636363,1.1363636363636365,0.0,0.5681818181818182,0.0,0.0,3.977272727272727,0.0,0.0,0.0,0.0,0.0,0.0,2.840909090909091,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,1.1363636363636365,0.0,3.977272727272727,0.0,0.0,0.0,0.0,0.0,0.5681818181818182,0.0,0.0,0.0,38.63636363636363,176,127,49,121,4,2,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.795454545454545,0.0,0.0,0.0,0.0,0.5681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,55.68181818181818,0.0,0.0,1.7045454545454544,0.0,0.0,27.84090909090909,189,189,11,7,2,17,5,64,40,146,7.534246575342466,4.794520547945205,1.36986301369863,11.643835616438356,3.4246575342465753,43.83561643835616,27.397260273972602,3.0,9.0,0.0,12.0,25.0,75.0,0.0
235,52303,Haute-Marne,73,57,16,51,4,2,0,0,1,0,19,1,0,0,0,0,9,1,0,1,4,0,0,5,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,1.36986301369863,0.0,26.027397260273972,1.36986301369863,0.0,0.0,0.0,0.0,12.32876712328767,1.36986301369863,0.0,1.36986301369863,5.47945205479452,0.0,0.0,6.8493150684931505,0.0,0.0,0.0,0.0,0.0,1.36986301369863,0.0,0.0,8.21917808219178,0.0,4.10958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.91780821917808,73,65,8,62,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.91780821917808,0.0,2.73972602739726,0.0,0.0,0.0,0.0,0.0,0.0,45.20547945205479,0.0,0.0,15.068493150684931,0.0,0.0,10.95890410958904,97,97,6,4,0,10,3,26,33,82,7.317073170731707,4.878048780487805,0.0,12.195121951219512,3.6585365853658534,31.70731707317073,40.243902439024396,0.0,0.0,0.0,0.0,,,
236,52304,Haute-Marne,51,28,23,25,0,3,0,0,4,0,7,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,7.8431372549019605,0.0,13.725490196078432,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,11.76470588235294,0.0,3.9215686274509802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.09803921568628,49,36,13,35,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.367346938775512,0.0,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,30.612244897959183,0.0,0.0,18.367346938775512,0.0,0.0,26.53061224489796,48,48,0,0,0,4,0,23,19,46,0.0,0.0,0.0,8.695652173913043,0.0,50.0,41.30434782608695,0.0,0.0,0.0,0.0,,,
