,INSEE_COM,E24_Libellé_département,E24_Inscrits,E24_Votants,E24_Abstentions,E24_Exprimés,E24_Blancs,E24_Nuls,E24_Voix_1,E24_Voix_2,E24_ZEMMOUR,E24_LFI,E24_RN,E24_EELV,E24_Voix_7,E24_Voix_8,E24_Voix_9,E24_Voix_10,E24_LREM,E24_Voix_12,E24_Voix_13,E24_Voix_14,E24_Voix_15,E24_Voix_16,E24_Voix_17,E24_LR,E24_Voix_19,E24_Voix_20,E24_Voix_21,E24_Voix_22,E24_Voix_23,E24_Voix_24,E24_Voix_25,E24_Voix_26,E24_PSPP,E24_Voix_28,E24_Voix_29,E24_Voix_30,E24_Voix_31,E24_Voix_32,E24_PCF,E24_Voix_34,E24_Voix_35,E24_Voix_36,E24_Voix_37,E24_Voix_38,E24_Voix_1_ratio,E24_Voix_2_ratio,E24_ZEMMOUR_ratio,E24_LFI_ratio,E24_RN_ratio,E24_EELV_ratio,E24_Voix_7_ratio,E24_Voix_8_ratio,E24_Voix_9_ratio,E24_Voix_10_ratio,E24_LREM_ratio,E24_Voix_12_ratio,E24_Voix_13_ratio,E24_Voix_14_ratio,E24_Voix_15_ratio,E24_Voix_16_ratio,E24_Voix_17_ratio,E24_LR_ratio,E24_Voix_19_ratio,E24_Voix_20_ratio,E24_Voix_21_ratio,E24_Voix_22_ratio,E24_Voix_23_ratio,E24_Voix_24_ratio,E24_Voix_25_ratio,E24_Voix_26_ratio,E24_PSPP_ratio,E24_Voix_28_ratio,E24_Voix_29_ratio,E24_Voix_30_ratio,E24_Voix_31_ratio,E24_Voix_32_ratio,E24_PCF_ratio,E24_Voix_34_ratio,E24_Voix_35_ratio,E24_Voix_36_ratio,E24_Voix_37_ratio,E24_Voix_38_ratio,E24_Abstentions_ratio,L24T1_Inscrits,L24T1_Votants,L24T1_Abstentions,L24T1_Exprimés,L24T1_Blancs,L24T1_Nuls,L24T1_COM,L24T1_DIV,L24T1_DSV,L24T1_DVC,L24T1_DVD,L24T1_DVG,L24T1_ECO,L24T1_ENS,L24T1_EXD,L24T1_EXG,L24T1_FI,L24T1_HOR,L24T1_LR,L24T1_RDG,L24T1_REC,L24T1_REG,L24T1_RN,L24T1_SOC,L24T1_UDI,L24T1_UG,L24T1_UXD,L24T1_VEC,L24T1_COM_ratio,L24T1_DIV_ratio,L24T1_DSV_ratio,L24T1_DVC_ratio,L24T1_DVD_ratio,L24T1_DVG_ratio,L24T1_ECO_ratio,L24T1_ENS_ratio,L24T1_EXD_ratio,L24T1_EXG_ratio,L24T1_FI_ratio,L24T1_HOR_ratio,L24T1_LR_ratio,L24T1_RDG_ratio,L24T1_REC_ratio,L24T1_REG_ratio,L24T1_RN_ratio,L24T1_SOC_ratio,L24T1_UDI_ratio,L24T1_UG_ratio,L24T1_UXD_ratio,L24T1_VEC_ratio,L24T1_Abstentions_ratio,POP_Pop_leg,POP_Total,DIP_BAC_+_2,DIP_BAC_+_3_ou_4,DIP_BAC_+_5,"DIP_BAC,_brevet_pro_ou_équiv",DIP_Brevet_des_collèges,DIP_CAP-BEP_ou_équiv,DIP_Sans_diplôme_ou_CEP,DIP_Total,DIP_BAC_+_2_ratio,DIP_BAC_+_3_ou_4_ratio,DIP_BAC_+_5_ratio,"DIP_BAC,_brevet_pro_ou_équiv_ratio",DIP_Brevet_des_collèges_ratio,DIP_CAP-BEP_ou_équiv_ratio,DIP_Sans_diplôme_ou_CEP_ratio,CHO_Chôm_15-24_ans,CHO_Chôm_25-54_ans,CHO_Chôm_55-64_ans,CHO_Total,CHO_Chôm_15-24_ans_ratio,CHO_Chôm_25-54_ans_ratio,CHO_Chôm_55-64_ans_ratio
94,52122,Haute-Marne,87,57,30,54,1,2,0,0,4,1,35,1,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.597701149425287,1.1494252873563218,40.229885057471265,1.1494252873563218,0.0,0.0,0.0,0.0,8.045977011494253,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275862068966,87,63,24,60,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.39080459770115,0.0,2.2988505747126435,0.0,0.0,0.0,0.0,0.0,0.0,41.37931034482759,0.0,0.0,6.896551724137931,0.0,0.0,27.586206896551722,121,121,10,3,2,15,8,25,32,95,10.526315789473683,3.1578947368421053,2.1052631578947367,15.789473684210526,8.421052631578947,26.31578947368421,33.68421052631579,2.97,2.97,0.0,5.94,50.0,50.0,0.0
95,52123,Haute-Marne,996,548,448,527,8,13,0,0,28,11,321,14,0,10,0,0,62,0,2,3,4,1,0,25,4,0,0,0,0,1,0,0,23,0,9,0,1,0,7,0,1,0,0,0,0.0,0.0,2.8112449799196786,1.104417670682731,32.22891566265061,1.4056224899598393,0.0,1.0040160642570282,0.0,0.0,6.2248995983935735,0.0,0.2008032128514056,0.30120481927710846,0.4016064257028112,0.1004016064257028,0.0,2.5100401606425704,0.4016064257028112,0.0,0.0,0.0,0.0,0.1004016064257028,0.0,0.0,2.3092369477911645,0.0,0.9036144578313252,0.0,0.1004016064257028,0.0,0.7028112449799196,0.0,0.1004016064257028,0.0,0.0,0.0,44.97991967871486,993,701,292,681,14,6,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,15.508559919436053,0.0,0.0,0.0,0.0,0.6042296072507553,0.0,0.0,0.0,0.0,0.0,0.0,46.324269889224574,0.0,0.0,6.143001007049345,0.0,0.0,29.40584088620342,1337,1337,82,41,20,152,60,327,306,988,8.299595141700406,4.149797570850203,2.0242914979757085,15.384615384615385,6.0728744939271255,33.097165991902834,30.971659919028337,14.22,54.69,8.03,76.94,18.481933974525607,71.08136210033793,10.436703925136468
96,52124,Haute-Marne,61,40,21,38,0,2,0,0,0,0,13,2,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21.311475409836063,3.278688524590164,0.0,0.0,0.0,0.0,16.39344262295082,0.0,0.0,0.0,0.0,0.0,0.0,9.836065573770492,0.0,0.0,0.0,0.0,0.0,3.278688524590164,0.0,0.0,4.918032786885246,0.0,3.278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.42622950819672,61,51,10,48,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.78688524590164,0.0,1.639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,34.42622950819672,0.0,0.0,9.836065573770492,0.0,0.0,16.39344262295082,77,77,4,2,2,9,3,17,29,66,6.0606060606060606,3.0303030303030303,3.0303030303030303,13.636363636363635,4.545454545454546,25.757575757575758,43.93939393939394,0.0,1.0,0.0,1.0,0.0,100.0,0.0
97,52125,Haute-Marne,836,486,350,468,5,13,0,0,25,24,143,20,0,19,0,0,83,0,0,4,7,0,0,41,1,0,0,1,0,4,0,0,67,0,7,0,2,0,10,0,9,0,1,0,0.0,0.0,2.9904306220095696,2.8708133971291865,17.105263157894736,2.3923444976076556,0.0,2.272727272727273,0.0,0.0,9.92822966507177,0.0,0.0,0.4784688995215311,0.8373205741626795,0.0,0.0,4.904306220095694,0.11961722488038277,0.0,0.0,0.11961722488038277,0.0,0.4784688995215311,0.0,0.0,8.014354066985646,0.0,0.8373205741626795,0.0,0.23923444976076555,0.0,1.1961722488038278,0.0,1.076555023923445,0.0,0.11961722488038277,0.0,41.866028708133975,829,612,217,588,12,12,0.0,13.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,126.0,0.0,0.0,0.0,1.5681544028950543,0.0,0.0,0.0,0.0,0.0,28.22677925211098,0.0,0.24125452352231602,0.0,0.0,0.0,0.0,0.0,0.0,25.69360675512666,0.0,0.0,15.199034981905909,0.0,0.0,26.17611580217129,1223,1223,88,81,65,131,57,220,115,757,11.624834874504623,10.700132100396301,8.58652575957728,17.305151915455745,7.5297225891677675,29.06208718626156,15.191545574636725,6.86,13.06,7.27,27.19,25.22986392055903,48.032364840014715,26.737771239426255
98,52126,Haute-Marne,137,89,48,85,1,3,0,0,1,3,39,2,0,2,0,0,13,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7299270072992701,2.18978102189781,28.467153284671532,1.4598540145985401,0.0,1.4598540145985401,0.0,0.0,9.48905109489051,0.0,0.7299270072992701,0.0,0.0,0.0,0.0,5.109489051094891,0.0,0.0,0.0,0.0,0.0,0.7299270072992701,0.0,0.0,5.839416058394161,0.0,5.839416058394161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.03649635036496,136,100,36,95,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.176470588235293,0.0,3.6764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,12.5,0.0,0.0,26.47058823529412,158,158,18,8,0,36,8,33,23,126,14.285714285714285,6.349206349206349,0.0,28.57142857142857,6.349206349206349,26.190476190476193,18.253968253968253,2.93,4.88,1.95,9.76,30.02049180327869,50.0,19.979508196721312
99,52127,Haute-Marne,68,49,19,47,2,0,0,0,4,0,27,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0.0,0.0,5.88235294117647,0.0,39.705882352941174,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,4.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.352941176470589,0.0,2.941176470588235,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,27.941176470588236,67,53,14,45,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.417910447761194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.74626865671642,0.0,0.0,0.0,0.0,0.0,20.8955223880597,81,81,6,1,2,6,5,18,29,67,8.955223880597014,1.4925373134328357,2.9850746268656714,8.955223880597014,7.462686567164178,26.865671641791046,43.28358208955223,0.0,3.0,2.0,5.0,0.0,60.0,40.0
100,52128,Haute-Marne,103,74,29,65,4,5,0,0,5,3,25,2,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,6,0,2,0,1,0,0,0,1,0,0,0,0.0,0.0,4.854368932038835,2.912621359223301,24.271844660194176,1.9417475728155338,0.0,0.0,0.0,0.0,9.70873786407767,0.0,0.0,0.0,0.0,0.0,0.0,8.737864077669903,0.0,0.0,0.0,0.0,0.0,0.9708737864077669,0.0,0.0,5.825242718446602,0.0,1.9417475728155338,0.0,0.9708737864077669,0.0,0.0,0.0,0.9708737864077669,0.0,0.0,0.0,28.155339805825243,102,80,22,77,1,2,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52941176470588,0.0,0.0,10.784313725490197,0.0,0.0,21.568627450980394,152,152,20,7,2,22,6,27,13,97,20.618556701030926,7.216494845360824,2.0618556701030926,22.68041237113402,6.185567010309279,27.835051546391753,13.402061855670103,0.0,1.01,0.0,1.01,0.0,100.0,0.0
101,52129,Haute-Marne,104,63,41,63,0,0,0,0,1,3,25,1,0,0,0,0,3,0,0,0,2,0,0,18,1,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9615384615384616,2.8846153846153846,24.03846153846154,0.9615384615384616,0.0,0.0,0.0,0.0,2.8846153846153846,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,17.307692307692307,0.9615384615384616,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,4.807692307692308,0.0,2.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.42307692307692,101,70,31,69,0,1,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7029702970297,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,29.7029702970297,0.0,0.0,7.920792079207921,0.0,0.0,30.693069306930692,114,114,6,3,1,14,4,26,31,85,7.0588235294117645,3.5294117647058822,1.1764705882352942,16.470588235294116,4.705882352941177,30.58823529411765,36.470588235294116,2.15,3.22,1.07,6.44,33.38509316770186,50.0,16.61490683229814
102,52130,Haute-Marne,151,76,75,75,1,0,0,0,4,3,41,3,0,1,0,0,7,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,0,0,0.0,0.0,2.6490066225165565,1.9867549668874174,27.1523178807947,1.9867549668874174,0.0,0.6622516556291391,0.0,0.0,4.635761589403973,0.0,0.0,0.6622516556291391,0.6622516556291391,0.0,0.0,2.6490066225165565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6490066225165565,0.0,3.3112582781456954,0.0,0.6622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.668874172185426,145,89,56,84,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.344827586206897,0.0,0.6896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,38.62068965517241,0.0,0.0,8.275862068965518,0.0,0.0,38.62068965517241,190,190,9,10,5,13,7,44,58,146,6.164383561643835,6.8493150684931505,3.4246575342465753,8.904109589041095,4.794520547945205,30.136986301369863,39.726027397260275,5.11,4.09,1.02,10.22,50.0,40.01956947162426,9.980430528375733
103,52131,Haute-Marne,66,35,31,33,2,0,0,0,4,0,10,1,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0606060606060606,0.0,15.151515151515152,1.5151515151515151,0.0,1.5151515151515151,0.0,0.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,13.636363636363635,0.0,0.0,0.0,1.5151515151515151,0.0,0.0,0.0,0.0,4.545454545454546,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.96969696969697,66,43,23,43,0,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.242424242424242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,7.575757575757576,0.0,0.0,34.84848484848485,85,85,2,1,2,9,0,21,23,58,3.4482758620689653,1.7241379310344827,3.4482758620689653,15.517241379310345,0.0,36.206896551724135,39.6551724137931,0.9,2.69,0.9,4.49,20.044543429844097,59.91091314031179,20.044543429844097
104,52132,Haute-Marne,118,58,60,55,1,2,0,0,2,3,20,2,0,2,0,0,8,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,2,0,0,0,0.0,0.0,1.694915254237288,2.5423728813559325,16.94915254237288,1.694915254237288,0.0,1.694915254237288,0.0,0.0,6.779661016949152,0.0,0.0,0.0,0.0,0.0,0.0,4.23728813559322,0.847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.389830508474576,0.0,2.5423728813559325,0.0,0.0,0.0,2.5423728813559325,0.0,1.694915254237288,0.0,0.0,0.0,50.847457627118644,118,69,49,67,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.711864406779661,0.0,1.694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,26.27118644067797,0.0,0.0,16.101694915254235,0.0,0.0,41.52542372881356,162,162,13,6,3,17,7,53,42,141,9.219858156028367,4.25531914893617,2.127659574468085,12.056737588652481,4.964539007092199,37.5886524822695,29.78723404255319,2.0,7.0,2.0,11.0,18.181818181818183,63.63636363636363,18.181818181818183
105,52133,Haute-Marne,63,42,21,42,0,0,0,0,0,1,18,0,0,0,0,0,12,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.5873015873015872,28.57142857142857,0.0,0.0,0.0,0.0,0.0,19.047619047619047,0.0,0.0,1.5873015873015872,1.5873015873015872,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,33.33333333333333,62,47,15,47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.096774193548384,0.0,0.0,8.064516129032258,0.0,0.0,24.193548387096776,71,71,7,2,1,9,3,23,25,70,10.0,2.857142857142857,1.4285714285714286,12.857142857142856,4.285714285714286,32.857142857142854,35.714285714285715,1.0,0.0,2.0,3.0,33.33333333333333,0.0,66.66666666666666
106,52134,Haute-Marne,167,109,58,101,3,5,0,0,6,5,39,1,0,2,0,0,11,0,0,0,1,0,0,12,0,0,0,0,0,3,0,0,10,0,9,0,0,0,1,0,1,0,0,0,0.0,0.0,3.592814371257485,2.9940119760479043,23.353293413173652,0.5988023952095809,0.0,1.1976047904191618,0.0,0.0,6.58682634730539,0.0,0.0,0.0,0.5988023952095809,0.0,0.0,7.18562874251497,0.0,0.0,0.0,0.0,0.0,1.7964071856287425,0.0,0.0,5.9880239520958085,0.0,5.389221556886228,0.0,0.0,0.0,0.5988023952095809,0.0,0.5988023952095809,0.0,0.0,0.0,34.73053892215569,165,133,32,131,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6969696969697,0.0,0.6060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,36.96969696969697,0.0,0.0,12.121212121212121,0.0,0.0,19.393939393939394,215,215,18,4,7,32,6,54,57,178,10.112359550561797,2.247191011235955,3.932584269662921,17.97752808988764,3.3707865168539324,30.337078651685395,32.02247191011236,0.0,4.0,0.0,4.0,0.0,100.0,0.0
107,52135,Haute-Marne,72,46,26,44,0,2,0,0,0,1,17,1,0,1,0,0,6,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3888888888888888,23.61111111111111,1.3888888888888888,0.0,1.3888888888888888,0.0,0.0,8.333333333333332,0.0,0.0,0.0,4.166666666666666,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,4.166666666666666,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.11111111111111,70,45,25,42,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.142857142857142,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11.428571428571429,0.0,0.0,35.714285714285715,88,88,4,2,1,8,2,29,35,81,4.938271604938271,2.4691358024691357,1.2345679012345678,9.876543209876543,2.4691358024691357,35.80246913580247,43.20987654320987,0.0,1.02,0.0,1.02,0.0,100.0,0.0
108,52136,Haute-Marne,81,51,30,49,0,2,0,0,2,3,20,1,0,0,0,0,10,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0.0,0.0,2.4691358024691357,3.7037037037037033,24.691358024691358,1.2345679012345678,0.0,0.0,0.0,0.0,12.345679012345679,0.0,1.2345679012345678,0.0,1.2345679012345678,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,2.4691358024691357,0.0,0.0,1.2345679012345678,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,37.03703703703704,81,60,21,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.098765432098766,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,6.172839506172839,0.0,0.0,25.925925925925924,105,105,10,5,0,22,5,25,32,99,10.1010101010101,5.05050505050505,0.0,22.22222222222222,5.05050505050505,25.252525252525253,32.323232323232325,0.96,0.0,0.0,0.96,100.0,0.0,0.0
109,52137,Haute-Marne,29,21,8,21,0,0,0,0,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0.0,0.0,6.896551724137931,0.0,13.793103448275861,0.0,0.0,0.0,0.0,0.0,17.24137931034483,0.0,0.0,0.0,0.0,0.0,0.0,10.344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896551724137931,0.0,13.793103448275861,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.586206896551722,27,24,3,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03703703703704,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,29.629629629629626,0.0,0.0,7.4074074074074066,0.0,0.0,11.11111111111111,22,22,2,2,2,4,1,5,3,19,10.526315789473683,10.526315789473683,10.526315789473683,21.052631578947366,5.263157894736842,26.31578947368421,15.789473684210526,0.0,0.0,0.0,0.0,,,
110,52138,Haute-Marne,64,44,20,43,0,1,0,0,3,1,18,4,0,1,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,4.6875,1.5625,28.125,6.25,0.0,1.5625,0.0,0.0,7.8125,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,1.5625,0.0,7.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,64,47,17,47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.625,0.0,0.0,6.25,0.0,0.0,26.5625,66,66,6,2,2,10,8,13,10,51,11.76470588235294,3.9215686274509802,3.9215686274509802,19.607843137254903,15.686274509803921,25.49019607843137,19.607843137254903,0.0,0.0,0.0,0.0,,,
111,52140,Haute-Marne,605,360,245,340,11,9,0,0,23,10,180,3,0,7,0,0,35,0,0,1,2,0,0,50,0,0,0,0,0,2,0,0,14,0,9,0,0,0,2,0,2,0,0,0,0.0,0.0,3.8016528925619832,1.6528925619834711,29.75206611570248,0.49586776859504134,0.0,1.1570247933884297,0.0,0.0,5.785123966942149,0.0,0.0,0.1652892561983471,0.3305785123966942,0.0,0.0,8.264462809917356,0.0,0.0,0.0,0.0,0.0,0.3305785123966942,0.0,0.0,2.3140495867768593,0.0,1.487603305785124,0.0,0.0,0.0,0.3305785123966942,0.0,0.3305785123966942,0.0,0.0,0.0,40.49586776859504,602,437,165,428,6,3,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,28.07308970099668,0.0,0.0,0.0,0.0,0.16611295681063123,0.0,0.0,0.0,0.0,0.0,0.0,37.70764119601329,0.0,0.0,5.149501661129568,0.0,0.0,27.408637873754156,695,695,60,23,8,110,33,161,145,540,11.11111111111111,4.2592592592592595,1.4814814814814816,20.37037037037037,6.111111111111111,29.814814814814817,26.851851851851855,4.21,18.47,0.0,22.68,18.562610229276896,81.4373897707231,0.0
112,52141,Haute-Marne,236,160,76,155,2,3,0,0,7,8,62,8,0,7,0,0,25,0,0,1,1,0,0,8,0,0,3,0,0,2,0,0,13,0,4,0,0,0,3,0,3,0,0,0,0.0,0.0,2.9661016949152543,3.389830508474576,26.27118644067797,3.389830508474576,0.0,2.9661016949152543,0.0,0.0,10.59322033898305,0.0,0.0,0.423728813559322,0.423728813559322,0.0,0.0,3.389830508474576,0.0,0.0,1.2711864406779663,0.0,0.0,0.847457627118644,0.0,0.0,5.508474576271186,0.0,1.694915254237288,0.0,0.0,0.0,1.2711864406779663,0.0,1.2711864406779663,0.0,0.0,0.0,32.20338983050847,236,189,47,183,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,33.0,0.0,0.0,0.0,0.423728813559322,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,37.28813559322034,0.0,0.0,13.983050847457626,0.0,0.0,19.915254237288135,300,300,34,14,18,43,19,75,42,245,13.877551020408163,5.714285714285714,7.346938775510205,17.551020408163264,7.755102040816326,30.612244897959183,17.142857142857142,1.0,4.07,3.01,8.08,12.376237623762377,50.37128712871287,37.25247524752475
